"辞書
ページ"	見出し語	アクセント型	品詞	"文語などの
種別"	補足	意味 1.	意味 2.	意味 3.	意味 4.	意味 5.	備考
342	kusijoosaN	①	形			心細い。頼る者がなくて,心細い。					
342	kusi=juN	①	他=raN,=ti			着せる。また,着せ与える。着物を作り,または求めて,人に与える。ciN～.着物を着せる。					
342	kusijuQkwii	⓪	名			[腰憩]骨休め。農繁期の仕事が終わってする骨休めの行事。部落ごとに酒宴を開き,余興にうち興ずる。砂糖仕事の後にするのが普通。					
342	kusinagani	⓪	名			背中。単にkusiまたはnaganiともいう。					
342	kusiree=juN	①	他=raN,=ti			魚や家畜の類を料理しやすい形に切り分ける。（魚を）おろす。（家畜の類を）解きわかつ。					
342	kusitataci	⓪	名			腰をたたくこと。あんま。					
342	kusizaa	⓪	名			機織りの器具の一つ。地機で?ijanQkwa（織った布を巻くもの。いのあし）と紐で結び,織る人の腰にかけるもの。					
342	kusizii	⓪	名			[後地]伊平屋島（?ihja）をいう。					
342	kusjaa	⓪	名			ろ。後方。背後。～?uQceejuN.仰天する。びっくり仰天する。後ろへひっくり返る意。～najuNともいう。～nasjuN.イ.後ろにする。ロ.後ろを向く。顔をそむける。kusi nasjuNと同じ。Ciranu～naruka?aQku sjuN.顔が向けられなくなるほど,叱る。～mucisurijuN.後ろにそりかえる。					
342	kusjati	①	名			1.後ろにすること。背にすること。haaja～sjuN.柱を背にする。makutu nani tacuru sjujanu baNdukuru,nakajamaja～minatu me naci.[まこと名に立ちゆる　塩屋の番所中山やこしやて　港前なち（花売之縁）]まことに名高い塩屋の番所は,中山を後ろにし,港を前にしている。	2.頼りになる者。転じて夫。また,ひとり息子*。～?usinajuN.夫（または,ひとり息子*）を失う。	3.根拠。nuu～Qsi?aN?juga.何を根拠にして,そういうか。			
342	kusjatikata	①	名			夫のかた。嫁入り先の方。nasimii（里方）の対。					
342	ku=sjuN	①	他=raN,=ci			越す。越える。?acakaranu?asati satuga baNnubui taNca kusju?aminu hurana'jaSiga.[明日からの明後日　里が番のぼり　谷茶越す雨の　降らなやすが]明明後日は恋しいかたが首里へ勤務に向かう日だが,谷茶の村を越えてしまうくらいの雨が降って出発できなくなればいいのだが。					
342	kusijuQkwii	⓪	名			kusijuQkwiiと同じ。					
342	kusu	⓪	名			くそ。大便。首里の上品な家庭では?uraという。～kwee.くそくらえ。くしゃみをした時にいうまじない。～majuN.大便をする。くそまるの意。上品には?ura tacuN.またはhuru'ijuN.などという。					
342	kusuciribai	⓪	名			一目散に走ること。					
342	kusugwee	⓪	名			下肥え。					
342	kusuhwirii	⓪	名			下痢。上品にはhukadaciという。-hwirii＜hwijuN。					
342	kusui	⓪	名			薬。tuti Cikiiru kusuee neeN.とってつける薬はない。馬鹿につける薬はない。～kusoobee.〔新〕薬九層倍。～mujuN.薬を盛る。調合する。					
342	kusuidee	⓪	名			薬代。医者に払う治療費すべてをもいう。					
342	kusuijaa	⓪	名			薬屋。薬売り。また,薬局（kusuimacija）。					
342	kusuimacija	⓪	名			薬局。薬屋。					
342	kusunuci	⓪	名			くすのき。楠。樟。					
342	kutaCici	①	名			先月。越えた月の意。前月はmeenuCici。					
342	kutaNdi	⓪	名			くたびれ。疲れ。疲労。nagamici Qsi～?NzacooN.長道して疲れが出た。?ukutaNdiN saaibirani.お疲れではございませんか（長老へのあいさつ）。					
343	kutaNdi=juN	⓪	自=raN,=ti			くれたびれる。疲れる。疲労する。過労などの場合をいう。走った時などの一時的な疲れは'utajuNといい,また,精神的な疲労はCikarijuNという。					
343	kutaNdinoosi	⓪	名			疲れを直すこと。慰労。また,疲労回復になる食べ物など。					
343	kuta=sjuN	⓪	他=saN,=ci			腐らせる。いもかすなどをわざわざ腐らせる場合にいう。					
343	kutee=juN	⓪	自=raN,=ti			1.答える。普通はhwiNtoo sjuNという。	2.（苦痛が）こたえる。kuteerasaQtoosa.だいぶこたえ（させられ）ているよ。				
343	kutibusi	①	名			[特牛節]歌曲の名。御前風（guziNhuu）五曲の中の一つ。?uhunisinu kutija nazicinadu Sicuru,'wasita'wakamunuja hanaju Sicuru.[大西のこてや　なづち菜ど好ちゆる　わした若者や　花ど好ちゆる]大西（部落名。北のはずれの意）のことい牛はナジチ菜を好むが,われら若者は花（女）を好む。この歌詞にkutiとあり,これを本歌として歌ったので,kutibusiといわれた。のち,いろいろの歌詞で歌われるようになり,kutibusiの名のいわれがわからなくなった。					
343	kutii?usi	⓪	名			牡牛。「ことい牛」,「こって牛」などと比較される。					
343	kutu	⓪	名			こと。事。ことがら。また,事件。変事。?uraNdanakai～nu?ukutooN.西洋で事件が起こっている。～kazuN.事欠く。不足し,不自由する。kutoo kagaN.事欠かない。足りて不自由しない。～'jariba～i.〔文〕物かは。何でもない。物ともしない。cizinu masigaciN～'jariba～i,hanani Ciku habiru cizinu najumi.[禁止のませ垣も　ことやればことい　花につく胡蝶　禁止のなゆめ（執心鐘入）]恋には禁止のませ垣くらい何物でもない。花につく蝶をとめることができようか。					
343	-ku(])tu		接尾			から。ので。理由を表わす。活用する語の「短縮形」（apocopatedform）につく。?icukutu.行くから。?aN'jakutu.そうだから。					
343	kutuba	⓪	名、接尾			1.訛り。訛語。方言。～sjuN.訛りがある。方言を使う。	2.（接尾）方言。…弁。?inakakutuba（いなかの方言）,naahwakutuba（那覇弁。那覇方言）,'jaNbarukutuba（山原弁。山原方言）など。地方的,非標準的なものをいう。kuciの項参照。	3.ことば。表現。～?uujuN.ことばを追う意。kuci?uujuNと同じ。kuciの項参照。～kuNzuN.あげ足を取る。言いそこね,言い過ぎなどをとらえて攻撃する。～nu Cikuri.ことばの極致。洗練され,含蓄のあることば。			
343	kutubakaZi	⓪	名			ことば数。口数。kucikaZiともいう。					
343	kutubanuuu	⓪	名			ことばのはし。ことばのあや。ことばの緒の意。～du'jaru.言い回しの上のことに過ぎない。					
343	kutubazikee	⓪	名			ことば使い。					
343	kutubuci	⓪	名	文		[寿]ことぶき。ことほぎ。					
343	kutujusi	⓪	名			ことよせること。かこつけること。口実。					
343	kutujusi	⓪	名			忠告。訓育。'jusigutuの動作性名詞。～sjuN.忠告する。教訓をたれる。					
343	kutujusi=ju]N	⓪	他=raN,=ti			ことよせる。かこつける。口実を設ける。?umaN'juikaradu zirini kutujusiru,kakurihusu micinu?arana?ucumi.[思まぬ故からど　義理にことよせる　隠れほそ道の　あらな置きゆめ]思っていないから義理にかこつけるのだろう。思っているならばこっそり通う細道がないはずはない。					
343	kutukaakutukaa	⓪*	感			kutukutuuと同じ。					
344	kutukazi	⓪	名			事欠くこと。足りずに不自由すること。					
344	kutukazi	⓪	副			ことごとに。そのたびごとに。～googuci sjuN.ことごとに苦情をいう。					
344	kutukutuu	⓪	感			猫を呼ぶ声。沖縄では猫の名前をtuku（徳）と名付けるので,呼ぶ時には,どの猫でもkutukutuuで間にあう。kutukaakutukaaともいう。					
344	kutusabi	⓪	名			わざわい。悪いできごと。					
344	kutusi	①	名	文		ことし。今年。～muZukuija…　ことしの作物は…。					
344	kutu?uSeei	⓪	名			事をあなどること。軽視。					
344	kutuu	⓪	名			琴。十三絃で,野村流と安富祖流の二流がある。沖縄では琴を単独に弾く流儀はなく,正式には三味線の伴奏として弾くことが多い。絃名は日本と同じく,一二三四五六七八九十斗為巾の十三絃。～hwicuN.琴を弾く。～nu Cimi.琴爪。日本本土の琴爪より大きく長い。～nu Ciru.琴糸。三味線の糸のように生糸で作。					
344	kutuunu?Nma	⓪	名			ことじ（琴柱）。形が馬に似ているのでいう。					
344	kutuwa=juN	⓪	他=raN,=ti			ことわる。拒絶する。辞退する。					
344	kutuwaki	⓪	名			言いわけ。陳謝。わけを言ってわびること。～sjuN.陳謝する。					
344	kuu	⓪	名			1.いかけ。なべ･おけ･ばけつなどの穴をふさぐこと。錮（こ）の意。また,そのふさいだ箇所。naabinu～sjuN.なべの穴を修繕する。	2.衣服のつぎ。ciNnu～sjuN.着物のつぎをする。				
344	kuu	⓪	名			粉。粉末。[粉（こ）」に対応する。muzinakuu（小麦粉）,maaminakuu（きなこ）など。～narasjuN.粉にひく。'wajuN（割る）という語を忌んで,narasjuN（鳴らす）と言う。～hucuN.（蒸したさつまいもなどが）粉を吹く。					
344	kuu	⓪	名			劫（こう）。碁の手。					
344	kuu	⓪	名			（亀･かになどの）甲。こうら。					
344	kuu	⓪	名			功。あまり使わない語。kaamiikuujaka tusinukuu.亀の甲より年の功。					
344	kuu	①	名			こつ。要領。habutuinee～nu?aN.はぶ捕りにはこつがある。					
344	kuu	①	名			九。普通はkukunuCiという。					
344	kuu	①	名			かご。鳥かごをいう。soominaakuu（目白のかご）など。					
344	kuu?aCisa	①	名			小暑。二十四節の一つ。					
344	kuubaa	⓪	名			腹（'wata）のごく軽い敬語。目下の年長などに用いる。普通の敬語は'Ncuubu,さらに上は?uNcuubu。					
344	kuubaa	⓪	名			蜘蛛。こぶ（九州方言）。文語はkubu。					
344	kuubeesaN	①	形			味がこまやかである。味わいがある。たとえば南京豆･くるみ･栗など,噛んで味のよいものについていう。					
344	kuubi	⓪	名			植物名。ぐみ。果実は子供の好物。					
344	kuubu	⓪	名			昆布。					
344	kuubu?irici	⓪	名			料理名。昆布を細く切り刻み,肉･かまぼこ･卵焼き･揚げ豆腐などをまぜて油いためしたもの。正月ごろ多くする料理。					
344	kuubumaci	⓪	名			料理名。昆布巻。昆布を巻いて中に魚肉を入れ,砂糖と醤油で煮たもの。					
344	kuucoo	⓪	名			弦楽器の名。胡弓。形は三味線に似て小さく,弦は馬の尾に松やにをつけたもので,三弦。出す音は細いが,恨みをこめて訴える一種独特の音色を持ち,琴･三味線･笛と合奏する。					
344	kuuda	⓪	名			芭蕉糸を竹串に巻き,その竹串から引きぬいたもの。おだま（苧環）。					
344	kuudaguusi	⓪	名			機織りの道具の一つ。芭蕉布またはtuNbjaN糸を巻きつけて,おだまを作る竹串。木綿糸などに用いるkudaguuより太くて長い。管串の意。					
345	kuuga	⓪	名			1.卵。単独ではふつう鶏卵をいう。tamaguともいう。他は生み主の名をかぶせる。kaamiikuuga（亀の卵）,?ahwiraakuuga（あひるの卵）,soominaakuuga（目白の卵）,?ijunu～（魚の卵）,habunu～（はぶの卵）など。	2.（人･動物の）畢丸。きんたま。形の類似からいう。				
345	kuugaa	⓪	名			植物名。さるなし。しらくちづる。実は盆の祭りにmiigaa（みょうが）とともに供える。実の形が卵に似ているのでいう。					
345	kuugaguru	⓪	名			卵のから。					
345	kuugahuwahuwaa	⓪	名			卵焼き。huwahuwaaは焼き立てのほやほやの意。					
345	kuugatuuee	⓪	名			子供の遊戯の名。鶏卵大の小石を四つ置き,鬼がその上に四つんばいになって守り,石を取りに来る者を足で蹴る。取る者は蹴られないように機敏に取り,蹴られれば代わって鬼となる。					
345	kuugi	⓪	名			陰毛。脇毛は'wacikuugiという。					
345	kuugusui	⓪	名			粉薬。散薬。					
345	kuu?iju	⓪	名			鯉。					
345	kuui	⓪	名			財産･道具などを入れておく裏部屋。「庫裡（くり）」と関係ある語。					
345	kuuigwaa	⓪	名			kuuiの小さいもの。kuuiと別にあって,とくに女の持ち物などを入れておく,あるいは,みそ･酒などを貯蔵する小部屋。					
345	kuuizii	⓪	名			もらい乳。乞い乳の意。					
345	kuujaa	⓪	名			娘のいる家にその娘を嫁にもらいたいと申し込みに行く者。多くは男方の親類縁者が行く。乞う者の意。～ja?meNsooraN doo.申し込む人がいらっしゃらないよ。女の子のおてんばをたしなめる文句。					
345	kuujaa?Nma	⓪	名			人にかみつく馬。あばれ馬。荒馬。?weNda?Nma（おとなしい馬）の対。					
345	kuujuci	①	名			小雪。二十四節の一つ。					
345	kuu=juN	⓪	他=raN,=ti			1.かみ付く。?iNnu Qcu～.犬が人にかみ付く。	2.歯でくわえる。haa～.食物などが冷えて,歯にしみる。歯が食われるように感ずるのでいう。				
345	kuu=juN	⓪	他=raN,=ti			嫁に来てくれと頼む。「乞う」に対応する。'jumi～.嫁に来てくれと頼む。					
345	kuu=juN	①	他=raN,=ti			閉じる。kuci～.口を閉じる。mii～.目をつむる。hakanu zoo～.墓の入り口を閉じる。kasa～.傘をすぼめる。					
345	kuukwee	①	名			後悔。～sjuN.					
345	kuumooi	①	名			小おどり。雀躍。喜んで躍り上がること。					
345	kuunii	①	名			?utibici（肉･豆腐･野菜の類を醤油で煮る料理）の料理法の一つ。材料を比較的小さく切って煮るもの。?utibiciの項参照。					
345	kuu?Nmunii	⓪	名			料理名。米の粉･甘藷･?akakoozi（その項参照）をまぜて煮て,砂糖を加えて練ったもの。正月の?Nmaridusi,tusibiiなどの祝いのとき（いずれもその項参照）に作る上等な食べ物。きんとんに似ている。					
345	kuuri	①	名			1.氷砂糖。kuuriZaataaともいう。	2.〔新〕氷。				
345	kuuribuutu	⓪	名			ところてん。「こころぶと」とは関係ない語か。tiNSiikaNともいう。					
345	kuuri=juN	⓪	自=raN,=ti			こわれる。くずれる。?isigacinu～.石垣がくずれる。					
345	kuuriZaataa	①	名			氷砂糖。単にkuuriともいう。					
345	kuuriZeewee	⓪	名			こぼれざいわい。僥倖。失敗などがかえってさいわいとなること。					
345	kuurizisi	①	名			料理名。卵とじ。肉や細かく切った季節の野菜を使う。					
345	kuuruu	⓪	名			植物名。塊根を?akasimaa（織物の名）の染料とする。					
346	kuuruu	⓪	名			こま。子供の玩具の名。					
346	kuusaini	①	名			小さい時。幼時。'waNnee kuusainee'jahwaraa'jataN.わたしは小さい時は病弱だった。～nu kutu'jati'wakaraN.小さい時のことでわからない。					
346	kuusaN	①	形			小さい。また,幼い。kuusaru?ucini.幼時に。同義語gumasaNは小さい･細かい･小粒であるの意。					
346	kuusaNkuu	①	名			唐手の型の名。					
346	kuuSee,neeN	⓪、⓪	句			（人が）如才ない。また,（商売などが）失敗のおそれがなく,安全である。たとえば文房具商は,商品が痛まないのでkuuSee neeN.のようにいう。?aree nuu simitiN～.彼は何をさせても如才ない。					1つの見出し語の中に、複数のアクセント型が存在したので、見出し語はアクセント型の変わり目で句読点で句切り、アクセント型は発生順に句読点で句切って入力。
346	kuusi	⓪	名			孔子。					
346	kuusiikaa]sii	⓪	副			ついだりはいだり。また,つぎはぎだらけ。					
346	kuusiimuN	①	名			貧乏者。細民。貧民。'jucikuna muNの対。					
346	kuusi?ui	⓪	名			家を解体して売ること。また,まとまった古道具などを分売すること。					
346	kuusju	⓪	名			古酒。泡盛の百年以上経たものもあり,珍重される。naNbaNgaami（南蛮がめ）に入れて,密閉してたくわえ,消費しただけ新たに入れて量を減らさない。					
346	kuu=sjuN	⓪	他=saN,=ci			こわす。くずす。解体する。'jaa～.家をこわす。					
346	kuusjuuraasjaN	①	形			かわいらしい。					
346	kuutee	⓪	名			小さい物。小さい者。ちび。kuuteemaaともいう。＜kuusaN。					
346	kuuteemaa	⓪	名			kuuteeと同じ。					
346	kuuteenuu	⓪	名			kuutee,kuuteemaaと同じ。					
346	kuuteeN	⓪	名			少し。わずか。ちょっと。また,小さく。量に関していう。時間に関しては?icutaという。～kwiri.少しくれ。～na ?uQka.わずかな負債。～Qsi sinuN.ちょっとでいい。					
346	kuuteeNgwaa	①	名			ほんの少し。ちょっぴり。					
346	kuuteeNnaa	①	名			少しずつ。小量ずつ。					
346	kuutoo	①	名			[公当]公平。公正。～na Qcu.公平な人。?ariga sjuru kutoo caa～'jaN.彼がすることはいつも公平だ。					
346	kuutu	⓪	名			以外。よりほか。?arijaka～taaga siQcooga.彼よりほかにだれが知っているか。?ajaakuutoo taagaN'NndaN.母以外にはだれも見ない（幼児を夜外出させる時に言うまじないの文句）。					
346	kuutuguutu	⓪	副			ごとに。ことごとに。hwiija～.日ごとに。一日一日と。Cicee～.月ごとに。					
346	kuuwaree	⓪	名			くすっと笑うこと。～sjuN.					
346	kuuwee	⓪	連体			大変な。危い。とんでもない。たとえば子供が酒を飲もうとした時,おとながびっくりして～kutu.とか～muN.などという。～Qcu.無鉄砲な人。～miiNkai?ijuN.とんでもない目にあう。					
346	kuuzi	①	名			[公儀]王府。官府。					
346	kuuzi	①	名			訴訟。裁判。hwiruugutuともいう。					
346	kuuzigutu	①	名			おおやけの事。公儀。公用。公務。					
346	kuuzimuci	①	名			国費で事を行なうこと。官費。公儀持ちの意。					
346	kuuzoo	①	名			幼児のおしゃべり。幼児のかわいらしい話し方。					
346	kuu=zuN	⓪	他=gaN,=zi			漕ぐ。huni～.イ.船を漕ぐ。ロ.居眠りをする。niibui～.（眠りを漕ぐ）ともいう。					
346	kuwaN	①	名			小湾。《地》参照。					
346	kuwee=juN	⓪	他=raN,=ti	文		加える。口語ではSiijuNなどという。					
347	kuza	⓪	副			こなごな。こなみじん。～najuN.こなごなになる。cubacinakai kaara～nasjuN.一撃で瓦をこなごなにする。					
347	kuzaa	⓪	名			古謝。《地》参照。					
347	kuZara	⓪	名			小皿。					
347	kuzi	⓪	名			くじ。～?atajuN.くじに当たる。					
347	kuzi	①	名			故事。muziN～N'wakaraN.文字も故事もわからぬ意。物の道理をわきまえない。					
347	kuzi	①	名			釘。					
347	kuZi	⓪	名			澱粉。くず粉。					
347	kuzibici	⓪	名			くじ引き。					
347	kuzigatami	⓪	名			くず粉で固めること。～nu?usiru.くず粉でとろりとさせた汁。					
347	kuziguhwasaN	⓪	形			くじに弱い。くじ運がない。kuzijahwarasaNの対。					
347	kuzijahwarasaN	⓪	形			くじ運が強い。（無尽講などで）くじによく当たる。kuziguhwasaNの対。					
347	kuzi=juN	⓪	他=raN,=ti			1.くじる。えぐる。ほじくる。穴の中をかきまわし,または中のものをえぐり出す。	2.皮肉をいう。				
347	kuzikee	⓪	名			（役場などの）小使。					
347	kuzimi	①	名			入相の鐘。「こじみ（昏鐘鳴）」に対応する。					
347	kuzinuzaa	⓪	名			釘抜き。					
347	kuzirigoosi	⓪	名			muruduQciriの那覇語。					
347	kuziri=juN	⓪	自=raN,=ti			くずれる。?isigacinu～.石垣がくずれる。					
347	kuZi=sjuN	⓪	他=saN,=ci			くずす。整ったものを乱す。また,盛ったごちそうなどに手をつける。zii～.くずし字を書く。?uzuu～.重箱のごちそうに手をつける。taariini?umikakitikara kuZiSee.おとうさんにお目にかけてから（ごちそうに）手を付けなさい。					
347	kuZu	⓪	名			去年。「こぞ」に対応する。					
347	kuzuu	⓪	名			九十。					
347	kuZuu	①	名			小僧。仏門の小僧をいう。					
347	kwaa	⓪	名			過の意。数量･程度などが過ぎること。～natooN.やり過ぎている。また,多過ぎる。ziNnu siNgwaN～sjooN.金が1000貫多過ぎる。					
347	kwaa	⓪	名			桑。					
347	kwaagi	⓪	名			桑木。桑の木。					
347	kwaaginumata	⓪	名			（桑木の股の意）kwaaginusicaと同じ。					
347	kwaaginusica	⓪	感			（桑木の下の意）桑原桑原。雷をおそれて唱えるまじないの文句。雷が桑の木に落ちて桑の枝にはさまれて死んだという伝説がある。kwaaginumataともいう。					
347	kwaahusuku	⓪	名			過不足。					
347	kwaaninaa	⓪	名			おしゃれな者。					
347	kwaaniN	⓪	名			おしゃれ。服装や容貌を飾ること。官人の意か。～sjuN.おしゃれをする。					
347	kwaanujumi	⓪	名			子供が生まれた時,悪魔払いのまじないとして桑で作った小さい弓で矢を射る習俗があった。その桑の弓。					
347	kwaaNkwaaNnu,nanamakai	⓪、⓪	句			食べない食べないと言っておきながら,七杯も食べること。食わずぎらいで,食べてみれば大いに食べること。食べてみなければ好ききらいはわからないという場合にいう。					1つの見出し語の中に、複数のアクセント型が存在したので、見出し語はアクセント型の変わり目で句読点で句切り、アクセント型は発生順に句読点で句切って入力。
347	kwaaNkwaaNnu,nanamakajaa	⓪、⓪	句			食べない食べないと言っておきながら,七杯も食べる者。食わずぎらいでいながら,食べてみて大いに食う者。					1つの見出し語の中に、複数のアクセント型が存在したので、見出し語はアクセント型の変わり目で句読点で句切り、アクセント型は発生順に句読点で句切って入力。
347	kwaarakwaara	⓪	副			ごろごろ。雷の鳴る音。					
347	kwaasi	⓪	名			菓子。kwasiともいう。					
347	kwaasijaa	⓪	名			菓子屋。kwasijaともいう。					
348	kwaa=sjuN	⓪	他=saN,=ci			両側からはさみ込む。かみ合わせる。はさんでくわえるようにさせる。					
348	kwaa=sjuN	①	他=saN,=ci			1.食わせる。kwajuN（食う。kanuNの卑語）の使役形。（家畜･こじき･けんか相手などに）食わせる。	2.くらわす。こうむらせる。baCi～.罰をくらわす。tiizikuN～.鉄拳をくらわす。				
348	kwaa=sjuN	①	他=saN,=ci			くり出す。くり出して先へ送る。また,手送りにしてよこす。投げたり,地をころがしたりせずに,間にいる人の手を経て,よこす。'uu～.紙だこのひもをくり出す。kumaNkai kwaaSee.手づたいに,こっちへよこせ。					
348	kwabii=juN	①	自=raN,=ti			華美にする。ぜいたくにする。					
348	kwacikwaci	①	副			ぷんぷん。大いに立腹するさま。					
348	kwacuu	①	名			短気。せっかち。「火急」に対応するものか。～na muN.せっかちな者。					
348	kwaguN	⓪、①	名			過言。言い過ぎ。無礼なことば。					
348	kwahuu	⓪	名			果報。幸運（にめぐり合うこと）。単にhuuともいう。～nu?aN.運がよい。～na muN.果報者。					
348	kwahwii	①	名	文		威厳。					
348	kwa=juN	①	他=aN,=ti			1.食う。kanuN（食べる）の卑語。（動物･こじき･けんか相手などが）食う。	2.ばくちなどで,利益を得る。kwaarijuN.イ.食われる。ロ.ばくちなどで,負けて金品を取られる。	3.（接尾）…しやがる。?icikwajuN（行きやがる）,ciikwee（来やがれ）,tuikweewa（取りやがれ）など。			
348	kwamuci	⓪	名			科料。罰金。昔はむちを用いたのでいう。kwasiNと同じ。					
348	kwanaN	⓪	名			火難。火事の災難。					
348	kwaN	⓪	名			官。～nu kutu.おおやけのこと。政府に属すること。					
348	kwaN-		接頭			巻。kwaNnu?ici（巻の一第一巻）など。					
348	-kwaN		接尾			巻。書籍を数える接尾辞。?iQkwaN（一巻）など。					
348	-kwaN		接尾			貫。古くは銭1000文。明治以後は2銭を1貫（?iQkwaN）とした。hjaQkwaN（100貫。2円）,siNgwaN（1000貫。20円）など。ziN（銭）の項参照。					
348	kwaNbaku	①	名			棺箱。棺桶。首里では忌んでtakaramuNともいう。					
348	kwaNgwaaraasjaN	⓪	形			子供に甘い。盲愛している。					
348	kwaNhwaa	⓪	名			官話。標準中国語。中国へ留学する場合や,役人として派遣される場合にそなえて,ハイカラな青年達が勉強した。					
348	kwaNwaN	①	副			上品で威厳のあるさま。中年以上の男の,ゆったりとして立派なこと,福福しいことなどをいう。?uNci～.顔が立派で威厳のあること。?uNci～tu hwizija tada miSizi.お顔はご立派で,ひげはたった三本（歌の文句。ひげの少ないのをあざけったもの）。					
348	kwaNmuci	⓪	名			官費。留学･旅行などの費用を官側がもつこと。					
348	kwaNniN	⓪	名			官人。役人。「高給をとり,美しく着飾った,一般人のあこがれの的であるお役人」といった語感がある。kwaNniNでもないくせに,着飾っている者という意味で,turaNkwaNniN（取らぬ官人）という語がある。					
348	kwaNnuN	⓪	名			観音。kwaNnuNdooにある千手観音をいう。旅に出る時に必ず参拝した。					
348	kwaNnuNciku	⓪	名			観音竹。庭に栽培される矮小な竹で,幹の高さ50センチ内外。八重山の観音山の原産なのでこの名があるという説がある。					
349	kwaNnuNdoo	⓪	名			観音堂。首里から那覇への出口にある。					
349	kwaNsiN	⓪	名			[冠船]?ukwaNsiNと同じ。					
349	kwaNsoo	⓪	名			かんぞう（萱草）。わすれぐさ。花･葉･白い茎は食用となり,不眠症にきく。					
349	kwaNtuN	①	名			広東。広州。					
349	kwaNtu?u]i	⓪	名			すいか。広東瓜の意か。					
349	kwaNZimi	⓪	名	新		かんづめ。					
349	kwaQcii	⓪	名			ごちそう。｢活計｣に対応する語か。～sjabira.ごちそうになります。～sjabitaN.ごちそうさまでした。					
349	kwaQciikwaQcii	⓪	名			おいしいおいしい。おいしい意味の小児語。					
349	kwaQkwa=sjuN	⓪	他=saN,=ci			隠す。					
349	kwaQkwigutu	⓪	名			隠しごと。密事。秘密。					
349	kwaQkwi=juN	⓪	自=raN,=ti			1.隠れる。	2.雨宿りする。kwaQkwirasjuN.イ.かくまう。人を隠れさせる。ロ.雨宿りさせる。				
349	kwaQkwima]ai	⓪	名			逃げ隠れること。隠れ回ること。					
349	kwaQkwiNdooree	⓪*	名			kwaQkwiNtooruuと同じ。					
349	kwaQkiNtooruu	⓪	名			隠れんぼ。その時の用語は,tooi.（もういいかい）,tooru.（もういいよ）,?aaguuru.（鬼が隠れた者を見つけ出せない時にいう。降参）など。～sjuN.					
349	kwarakwara	①	副			かんかん。日が強く照りつけるさま。tiida～tijuN.日がかんかん照る。					
349	kwasi	⓪	名			kwaasiと同じ。					
349	kasija	⓪	名			kwaasijaaと同じ。					
349	kwasiN	⓪	名			科料。罰金。科銭の意。kwamuciともいう。～hakijuN.罰金を課する。					
349	kwasiuuzi	⓪	名			甘蔗の一種。製糖用の甘蔗に似ているが,茎が太く汁が甘い。製糖用にせず,盆に霊前に供えるのに使う。					
349	kwasoo	⓪	名	新		火葬。					
349	kwasooba	⓪	名	新		火葬場。					
349	kwatakwata	①	副			ぐつぐつ。ものの煮えたつ音。gwatagwataともいう。					
349	kwatii	①	名			道楽者。放蕩者。					
349	kwazi	⓪	名			火事。					
349	kwazimiimee	⓪	名			kwazimimeeと同じ。					
349	kwazimimee	⓪	名			火事見舞い。					
349	kwee	⓪	名			こえ。こやし。肥料。					
349	kwee	⓪	名			桑江。《地》参照。					
349	kwee	①	名			鍬。					
349	kweebutaa	⓪	名			でぶ。肥大漢。kweetaa,kweetuuともいう。					
349	kweebuu	①	名			食にありつく果報。～nu?aN.食にありつく果報がある。ごちそうの席に不意に来訪した人などをいう。-buu＜huu（果報,幸運）。					
349	kweeci	⓪	名			病気が全快すること。｢快気｣に対応する。					
349	kweeci?uiwee	⓪	名			kweeci?ujuweeと同じ。					
349	kweeci?ujuwee	⓪	名			快気祝い。全快祝い。					
349	kweedoori	①	名			食い倒れ。美食をして財産を失うこと。sjuiNcoo ciidoori,naahwaNcoo～,tumaiNcoo siidoori.首里の人は着倒れ,那覇の人は食い倒れ,泊の人は働き倒れ。					
349	kweegweetu	①	副			でっぷり。太っているさま。～sjooN.でっぷりと太っている。					
349	kweehoorii	⓪	名			1.食い散らすこと。食い荒らすこと。	2.財産などの浪費。				
349	kwee=juN	⓪	自=raN,=ti			1.（体が）太る。	2.（土地）が肥える。				
349	kweekuci	①、⓪	名			食費。食いぶち。～?ucikiree.食費を出せ。					
349	kweemuN	①	名			食いもの。食物。					
349	kweena	⓪	名			[こゑにや･くわいにや]歌謡の一種。旅人の平安を祈るために,留守家族･親類の女たちが集まって歌う長い歌。旅歌と訳されることがある。?uhuguSikugweena,?uriziNgweenaなどがある。?umuigweenaといって,昔は祭式などの折に歌われた。?umuiは｢おもろ｣の意。					
350	kweeniibuu	⓪	名			肥びしゃく。					
350	kweetaa	⓪	名			太った者。でぶ。kweetuu,kweebutaaともいう。					
350	kweeta]Nda,?ucuN	⓪、⓪	句			まるまると太っている。ぶくぶく太っている。-taNdaは｢たぶら｣に対応する。?ucuN（打つ）には特に意味はない。					1つの見出し語の中に、複数のアクセント型が存在したので、見出し語はアクセント型の変わり目で句読点で句切り、アクセント型は発生順に句読点で句切って入力。
350	kweetee	⓪	名			懐胎。妊娠。～sjooN.妊娠している。					
350	kweetoo=sjuN	①	他=saN,=ci			食い倒す。（財産などを）食いつぶす。					
350	kweetuu	⓪	名			kweetaaの愛称。でぶ。でぶちん。					
350	kweeuukii	⓪	名			肥桶。肥たご。					
350	kweeziraa	①	名			穀つぶし。食ってばかりいるなまけ者。					
350	kweezirimuN	①	名			kweeziraaと同じ。					
350	kweNkweN	①	副			1.ゆらゆら。ちゃぷちゃぷ。運ぶ桶の水などがゆれるさま。	2.びっこを引くさま。guuni～.びっこを引き引き。				
